ITS2 type profile UID		63134	62287	62221	62288	62182	62240	62246	62332	63132	63101	62957	62400	62725	62993	62462	63074	63076	62827
106001	27_7	0	0	0	0	29855.0	0	0	0	0	0	0	0	0	0	0	0	0	0
105986	29_1	0	0	0	0	23022.0	0	0	0	0	0	0	0	0	0	0	0	0	0
105989	29_4	0	0	0	0	24960.0	0	0	0	0	0	0	0	0	0	0	0	0	0
105996	27_2	0	0	0	0	22791.0	0	0	0	0	0	0	0	0	0	0	0	0	0
105992	29_7	0	0	0	0	0	13880.0	0	0	0	0	0	0	0	5833.0	0	0	0	0
105994	29_9	0	0	0	0	0	12212.0	0	0	0	0	6295.0	0	0	0	0	0	0	0
105987	29_2	0	0	0	0	0	9578.0	0	0	0	0	0	0	1167.0	0	0	0	3776.0	0
105991	29_6	0	0	0	0	0	5570.0	0	0	0	0	9132.0	0	0	0	0	0	0	0
106031	S1_H2O	0	0	0	0	585.0	0	2972.0	0	0	0	0	0	0	0	720.0	0	0	692.0
106033	extraction_neg	0	0	0	0	0	0	0	369.0	0	0	0	0	0	0	0	0	0	0
105995	27_1	0	0	0	0	0	0	0	0	25789.0	0	0	0	0	0	0	0	0	0
106000	27_6	0	0	0	0	0	0	0	0	0	39727.0	0	0	0	0	0	0	0	0
106034	pcr_neg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sequence accession / SymPortal UID		883-3530-26280	883-29270-29385	883-930	883-29270-72714-29385	883	883-968-976-914	72732-72734-72733-72735	1100	883-26292-3530	883-26292-965	2-308-835-4-833-32	860-2-4-875-1109	3042	2-308-4-835-1-848-831-832	517-1489-32-2	853-854-1730-2332-1752	853-854-855-1730-933-1659-2308	853-854-933-2332-1730
Average defining sequence proportions and [stdev]		0.941[0.031]-0.031[0.017]-0.027[0.037]	0.918[0.030]-0.045[0.018]-0.036[0.013]	0.977[0.008]-0.023[0.008]	0.874[0.026]-0.047[0.011]-0.042[0.013]-0.037[0.007]	1.000[0.000]	0.872[0.111]-0.059[0.057]-0.035[0.026]-0.034[0.028]	0.759[nan]-0.088[nan]-0.087[nan]-0.065[nan]	1.000[nan]	0.858[nan]-0.130[nan]-0.013[nan]	0.893[nan]-0.102[nan]-0.005[nan]	0.806[0.007]-0.102[0.021]-0.035[0.005]-0.030[0.002]-0.014[0.004]-0.013[0.005]	0.604[nan]-0.303[nan]-0.078[nan]-0.009[nan]-0.006[nan]	1.000[nan]	0.774[nan]-0.100[nan]-0.059[nan]-0.024[nan]-0.021[nan]-0.009[nan]-0.007[nan]-0.007[nan]	0.797[nan]-0.175[nan]-0.018[nan]-0.010[nan]	0.568[nan]-0.333[nan]-0.057[nan]-0.028[nan]-0.014[nan]	0.545[nan]-0.244[nan]-0.072[nan]-0.068[nan]-0.043[nan]-0.016[nan]-0.012[nan]	0.585[nan]-0.184[nan]-0.091[nan]-0.075[nan]-0.065[nan]
